Region,Anzsic_descriptor,Sub_industry,Household_category,Gas,Year,Data_value,Units,Magnitude
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,10.65,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,12.02,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,12.22,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,11.54,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,7.82,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,9.87,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,12.77,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2023,16.44,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,14.97,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,15.89,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,15.35,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,15.1,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,15.39,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,13.61,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,13.93,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,12.43,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,10.26,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,9.06,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,10.18,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,10.22,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,10.71,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,8.32,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,10.67,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,11.86,Kilotonnes,Carbon dioxide equivalents
Northland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2023,13.39,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,103.79,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,121.65,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,121.63,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,132.12,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,150.29,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,155.53,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,170.29,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,180.36,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,196.79,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,219.31,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,245.84,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,274.89,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,283.81,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,142.62,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,118.85,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,212.72,Kilotonnes,Carbon dioxide equivalents
Otago,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2023,296.02,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,29.17,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,31.28,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,28.94,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,28,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,27.59,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,25.58,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,27.82,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,26.57,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,27.31,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,28.76,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,31.64,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,34.85,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,32.09,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,24.7,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,29.05,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,35.08,Kilotonnes,Carbon dioxide equivalents
Southland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2023,40.69,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,9.52,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,9.93,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,10.06,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,10.38,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,11.19,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,9.78,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,11.45,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,12.58,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,12.37,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,14.44,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,14.54,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,16.93,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,15.84,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,10.98,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,12.75,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,15.95,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2023,18.29,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,24.57,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,24.72,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,21.97,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,21.35,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,22.68,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,19.32,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,21.23,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,23.56,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,24.6,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,31.49,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,36.24,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,38.19,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,34.85,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,22.89,Kilotonnes,Carbon dioxide equivalents
