Region,Anzsic_descriptor,Sub_industry,Household_category,Gas,Year,Data_value,Units,Magnitude
Marlborough,Total,Total,Total,Nitrous oxide,2023,54.49,Kilotonnes,Carbon dioxide equivalents
Marlborough,Total,Total,Total,Fluorinated gases,2023,11.24,Kilotonnes,Carbon dioxide equivalents
Marlborough,Total,Total,Total,Carbon dioxide equivalents,2024,721.61,Kilotonnes,Carbon dioxide equivalents
Marlborough,Total,Total,Total,Carbon dioxide,2024,323.06,Kilotonnes,Carbon dioxide equivalents
Marlborough,Total,Total,Total,Methane,2024,340.64,Kilotonnes,Carbon dioxide equivalents
Marlborough,Total,Total,Total,Nitrous oxide,2024,47.94,Kilotonnes,Carbon dioxide equivalents
Marlborough,Total,Total,Total,Fluorinated gases,2024,10.1,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2007,364.86,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2007,298.5,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2007,49.23,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2007,6.95,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2007,10.28,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2008,356.43,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2008,285.82,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2008,51.41,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2008,8.16,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2008,11.15,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2009,335.9,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2009,269.07,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2009,47.99,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2009,7.26,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2009,11.67,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2010,317.4,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2010,249.81,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2010,48.78,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2010,7.07,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2010,11.82,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2011,312.02,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2011,244.38,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2011,48.17,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2011,7.08,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2011,12.48,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2012,296.58,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2012,232.82,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2012,45.12,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2012,6.8,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2012,11.9,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2013,307.15,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2013,244.84,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2013,43.19,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2013,7.59,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2013,11.6,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2014,320.9,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2014,258.13,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2014,42.94,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2014,8.1,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2014,11.78,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2015,321.27,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2015,249.06,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2015,50.46,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2015,9.85,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2015,11.95,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2016,328.4,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2016,259.61,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2016,47.11,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2016,9.22,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2016,12.52,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2017,381.05,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2017,253.4,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2017,104.95,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2017,9.81,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2017,12.94,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2018,344.82,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2018,265.52,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2018,56.62,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2018,9.63,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2018,13.11,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2019,335.38,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2019,260.31,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2019,52.54,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2019,9.35,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2019,13.22,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2020,321.4,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2020,241.06,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2020,57.27,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2020,9.8,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2020,13.3,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2021,318.21,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2021,242.49,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2021,51.4,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2021,9.12,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2021,15.24,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2022,325.73,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2022,235.35,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2022,65.96,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2022,10.68,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2022,13.78,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2023,325.01,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2023,247.47,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2023,57.03,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2023,10.08,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2023,10.48,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide equivalents,2024,307.21,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Carbon dioxide,2024,236.71,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Methane,2024,52.23,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Nitrous oxide,2024,9.58,Kilotonnes,Carbon dioxide equivalents
Nelson,Total,Total,Total,Fluorinated gases,2024,8.74,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2007,5641.75,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2007,3145.37,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2007,2101.08,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2007,368.31,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2007,27.03,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2008,5624.37,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2008,3055.22,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2008,2153.72,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2008,386.42,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2008,29.06,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2009,5314.5,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2009,2835.18,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2009,2077.92,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2009,371.41,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2009,30.04,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2010,5308.26,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2010,2895.68,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2010,2016.37,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2010,365.99,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2010,30.26,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2011,5182.48,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2011,2844.39,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2011,1952.42,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2011,353.99,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2011,31.72,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2012,5289.55,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2012,2922.37,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2012,1980.32,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2012,356.17,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2012,30.72,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2013,5519.07,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2013,3145.53,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2013,1986.05,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2013,355.77,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2013,31.76,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2014,5237.57,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2014,3020.05,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2014,1846.62,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2014,337.21,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2014,33.71,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2015,5364.96,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2015,3091.21,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2015,1891.89,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2015,348.43,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2015,33.46,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2016,4945.1,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2016,2630.41,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2016,1920.71,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2016,359.31,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2016,34.7,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2017,4955.32,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2017,2606.91,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2017,1945,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2017,366.1,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2017,37.33,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2018,4862.34,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2018,2526.17,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2018,1931.54,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2018,365.88,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2018,38.78,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2019,4970.99,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2019,2718.32,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2019,1865.29,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2019,349.24,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2019,38.16,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2020,4401.57,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2020,2216.85,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2020,1803.03,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2020,341.68,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2020,40.03,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2021,4351.2,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2021,2214.93,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2021,1763.07,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2021,328.29,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2021,44.94,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2022,3772.9,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2022,1660.5,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2022,1751.73,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2022,319.65,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2022,41.05,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2023,3457.25,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2023,1440.21,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2023,1676,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2023,308.91,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2023,32.17,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide equivalents,2024,3306.12,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Carbon dioxide,2024,1418.6,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Methane,2024,1573.25,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Nitrous oxide,2024,286.58,Kilotonnes,Carbon dioxide equivalents
Northland,Total,Total,Total,Fluorinated gases,2024,27.9,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2007,5053.75,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2007,1098.82,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2007,3446.26,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2007,461.25,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2007,47.3,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2008,4932.62,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2008,1101.7,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2008,3318.66,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2008,457.71,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2008,54.42,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2009,4957.26,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2009,1092.7,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2009,3344.51,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2009,462.74,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2009,57.17,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2010,4983.38,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2010,1107.9,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2010,3343.18,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2010,474.49,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2010,57.68,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2011,5042.95,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2011,1101.88,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2011,3390.03,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2011,491.64,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2011,59.26,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2012,5291.15,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2012,1114.85,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2012,3598.36,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2012,516.82,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2012,60.98,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2013,5306.05,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2013,1135.58,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2013,3588.61,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2013,517.48,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2013,64.25,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2014,5454.79,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2014,1187.94,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2014,3653.72,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2014,544.04,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2014,68.99,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2015,5407.28,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2015,1212.71,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2015,3585.28,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2015,540.46,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2015,68.73,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2016,5237.15,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2016,1198.62,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2016,3449.65,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2016,519.91,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2016,68.86,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2017,5224.48,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2017,1268.17,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2017,3363.77,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2017,516.75,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2017,75.68,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2018,5542.43,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2018,1323.71,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2018,3585,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2018,557.35,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2018,76.24,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2019,5633.33,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2019,1355.18,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2019,3633.86,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2019,570.65,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2019,73.52,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2020,5465.28,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2020,1150.55,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2020,3658,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2020,585.52,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2020,71.13,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2021,5331.61,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2021,1137.65,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2021,3557.74,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2021,563.08,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2021,73.06,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2022,5237.41,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2022,1203.84,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2022,3434.18,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2022,528.9,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2022,70.38,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2023,5158.84,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2023,1300.31,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2023,3290.42,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2023,511.45,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Fluorinated gases,2023,56.54,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide equivalents,2024,5170.43,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Carbon dioxide,2024,1305.82,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Methane,2024,3300.88,Kilotonnes,Carbon dioxide equivalents
Otago,Total,Total,Total,Nitrous oxide,2024,513.39,Kilotonnes,Carbon dioxide equivalents
